period,state,state_description,coal_capability,coal_capability_change,coal_percent_share,total_capability
1990,AK,Alaska,117.0,,0.032,3663.0
1991,AK,Alaska,112.0,-5.0,0.031,3632.0
1992,AK,Alaska,110.0,-2.0,0.028,3921.0
1993,AK,Alaska,110.0,0.0,0.028,3986.0
1994,AK,Alaska,110.0,0.0,0.027,4049.0
1995,AK,Alaska,110.0,0.0,0.027,4028.0
1996,AK,Alaska,110.0,0.0,0.027,4033.0
1997,AK,Alaska,110.0,0.0,0.027,4083.0
1998,AK,Alaska,109.0,-1.0,0.027,4052.0
1999,AK,Alaska,108.0,-1.0,0.027,4054.0
2000,AK,Alaska,108.0,0.0,0.026,4226.0
2001,AK,Alaska,85.0,-23.0,0.02,4150.0
2002,AK,Alaska,85.0,0.0,0.021,3990.0
2003,AK,Alaska,85.0,0.0,0.022,3789.0
2004,AK,Alaska,85.0,0.0,0.023,3702.0
2005,AK,Alaska,105.0,20.0,0.028,3781.0
2006,AK,Alaska,105.0,0.0,0.028,3769.0
2007,AK,Alaska,105.0,0.0,0.027,3922.0
2008,AK,Alaska,112.0,7.0,0.02,5471.1
2009,AK,Alaska,110.5,-1.5,0.02,5505.1
2010,AK,Alaska,110.5,0.0,0.02,5633.8
2011,AK,Alaska,110.5,0.0,0.02,5639.4
2012,AK,Alaska,110.5,0.0,0.019,5764.1
2013,AK,Alaska,110.5,0.0,0.017,6531.9
2014,AK,Alaska,106.1,-4.4,0.016,6716.8
2015,AK,Alaska,103.8,-2.3,0.015,7127.8
2016,AK,Alaska,153.8,50.0,0.021,7490.4
2017,AK,Alaska,152.8,-1.0,0.02,7508.9
2018,AK,Alaska,152.8,0.0,0.02,7496.3
2019,AK,Alaska,151.9,-0.9,0.02,7543.5
2020,AK,Alaska,168.9,17.0,0.022,7546.0
2021,AK,Alaska,168.9,0.0,0.022,7565.2
2022,AK,Alaska,167.9,-1.0,0.022,7655.2
2023,AK,Alaska,167.9,0.0,0.022,7658.3
2024,AK,Alaska,167.9,0.0,0.022,7715.2
1990,AL,Alabama,11131.0,,0.28,39751.0
1991,AL,Alabama,11612.0,481.0,0.283,41089.0
1992,AL,Alabama,11602.0,-10.0,0.281,41233.0
1993,AL,Alabama,11602.0,0.0,0.279,41598.0
1994,AL,Alabama,11554.0,-48.0,0.277,41660.0
1995,AL,Alabama,11692.0,138.0,0.273,42895.0
1996,AL,Alabama,11539.0,-153.0,0.266,43461.0
1997,AL,Alabama,11309.0,-230.0,0.258,43821.0
1998,AL,Alabama,11372.0,63.0,0.254,44748.0
1999,AL,Alabama,11372.0,0.0,0.251,45310.0
2000,AL,Alabama,11409.0,37.0,0.242,47077.0
2001,AL,Alabama,11385.0,-24.0,0.239,47669.0
2002,AL,Alabama,11265.0,-120.0,0.212,53161.0
2003,AL,Alabama,11231.0,-34.0,0.186,60324.0
2004,AL,Alabama,11370.0,139.0,0.185,61295.0
2005,AL,Alabama,11592.0,222.0,0.189,61389.0
2006,AL,Alabama,11557.0,-35.0,0.188,61328.0
2007,AL,Alabama,11544.0,-13.0,0.189,61230.0
2008,AL,Alabama,11505.9,-38.1,0.157,73210.1
2009,AL,Alabama,11485.7,-20.2,0.156,73732.1
2010,AL,Alabama,11440.6,-45.1,0.149,76812.8
2011,AL,Alabama,11456.6,16.0,0.148,77268.8
2012,AL,Alabama,11367.3,-89.3,0.147,77182.8
2013,AL,Alabama,11136.7,-230.6,0.145,76830.8
2014,AL,Alabama,10746.4,-390.3,0.141,76060.4
2015,AL,Alabama,8691.4,-2055.0,0.118,73420.3
2016,AL,Alabama,6283.4,-2408.0,0.087,72154.1
2017,AL,Alabama,5503.1,-780.3,0.074,74613.4
2018,AL,Alabama,6338.7,835.6,0.085,74732.4
2019,AL,Alabama,5284.3,-1054.4,0.072,73011.1
2020,AL,Alabama,4728.0,-556.3,0.066,72013.0
2021,AL,Alabama,4728.0,0.0,0.065,72636.4
2022,AL,Alabama,4728.0,0.0,0.065,72633.7
2023,AL,Alabama,4728.0,0.0,0.06,79201.7
2024,AL,Alabama,4728.0,0.0,0.06,78897.1
1990,AR,Arkansas,3817.0,,0.206,18539.0
1991,AR,Arkansas,3817.0,0.0,0.202,18855.0
1992,AR,Arkansas,3817.0,0.0,0.202,18857.0
1993,AR,Arkansas,3817.0,0.0,0.202,18930.0
1994,AR,Arkansas,3817.0,0.0,0.199,19201.0
1995,AR,Arkansas,3817.0,0.0,0.189,20143.0
1996,AR,Arkansas,3817.0,0.0,0.19,20061.0
1997,AR,Arkansas,3865.0,48.0,0.192,20167.0
1998,AR,Arkansas,3817.0,-48.0,0.191,20029.0
1999,AR,Arkansas,3680.0,-137.0,0.19,19343.0
2000,AR,Arkansas,3680.0,0.0,0.189,19444.0
2001,AR,Arkansas,3741.0,61.0,0.185,20241.0
2002,AR,Arkansas,3757.0,16.0,0.166,22601.0
2003,AR,Arkansas,3745.0,-12.0,0.138,27089.0
2004,AR,Arkansas,3745.0,0.0,0.138,27071.0
2005,AR,Arkansas,3793.0,48.0,0.135,28119.0
2006,AR,Arkansas,3846.0,53.0,0.133,29015.0
2007,AR,Arkansas,3846.0,0.0,0.126,30592.0
2008,AR,Arkansas,3861.0,15.0,0.1,38426.3
2009,AR,Arkansas,3864.0,3.0,0.101,38439.7
2010,AR,Arkansas,4535.0,671.0,0.114,39878.3
2011,AR,Arkansas,4535.0,0.0,0.114,39817.3
2012,AR,Arkansas,5144.0,609.0,0.127,40399.4
2013,AR,Arkansas,5122.3,-21.7,0.143,35755.8
2014,AR,Arkansas,5124.5,2.2,0.144,35656.7
2015,AR,Arkansas,5122.4,-2.1,0.144,35582.6
2016,AR,Arkansas,5116.0,-6.4,0.144,35564.4
2017,AR,Arkansas,5100.0,-16.0,0.144,35386.2
2018,AR,Arkansas,5105.3,5.3,0.143,35739.6
2019,AR,Arkansas,5163.4,58.1,0.144,35792.8
2020,AR,Arkansas,5128.1,-35.3,0.142,36017.2
2021,AR,Arkansas,5128.1,0.0,0.142,36016.2
2022,AR,Arkansas,5108.7,-19.4,0.14,36386.2
2023,AR,Arkansas,4734.0,-374.7,0.128,37085.7
2024,AR,Arkansas,4729.6,-4.4,0.119,39621.4
1990,AZ,Arizona,5167.0,,0.172,30023.0
1991,AZ,Arizona,5121.0,-46.0,0.171,30028.0
1992,AZ,Arizona,4976.0,-145.0,0.165,30150.0
1993,AZ,Arizona,5159.0,183.0,0.171,30190.0
1994,AZ,Arizona,5170.0,11.0,0.17,30454.0
1995,AZ,Arizona,5210.0,40.0,0.169,30764.0
1996,AZ,Arizona,5252.0,42.0,0.172,30608.0
1997,AZ,Arizona,5307.0,55.0,0.173,30643.0
1998,AZ,Arizona,5351.0,44.0,0.175,30507.0
1999,AZ,Arizona,5376.0,25.0,0.176,30524.0
2000,AZ,Arizona,5401.0,25.0,0.176,30622.0
2001,AZ,Arizona,5404.0,3.0,0.162,33447.0
2002,AZ,Arizona,5404.0,0.0,0.139,38927.0
2003,AZ,Arizona,5404.0,0.0,0.119,45492.0
2004,AZ,Arizona,5404.0,0.0,0.111,48580.0
2005,AZ,Arizona,5430.0,26.0,0.109,49808.0
2006,AZ,Arizona,5830.0,400.0,0.114,51216.0
2007,AZ,Arizona,5818.0,-12.0,0.114,51159.0
2008,AZ,Arizona,5818.0,0.0,0.09,64855.3
2009,AZ,Arizona,6227.0,409.0,0.095,65804.4
2010,AZ,Arizona,6233.0,6.0,0.095,65907.8
2011,AZ,Arizona,6225.0,-8.0,0.092,67855.4
2012,AZ,Arizona,6157.0,-68.0,0.089,69453.0
2013,AZ,Arizona,6157.0,0.0,0.087,70424.2
2014,AZ,Arizona,6170.0,13.0,0.086,71430.5
2015,AZ,Arizona,5910.0,-260.0,0.083,71149.1
2016,AZ,Arizona,5754.0,-156.0,0.079,72501.5
2017,AZ,Arizona,5754.0,0.0,0.079,72838.8
2018,AZ,Arizona,5579.0,-175.0,0.076,73231.9
2019,AZ,Arizona,3329.0,-2250.0,0.048,69833.7
2020,AZ,Arizona,2943.0,-386.0,0.042,70839.7
2021,AZ,Arizona,2943.0,0.0,0.041,72228.6
2022,AZ,Arizona,2943.0,0.0,0.04,74047.5
2023,AZ,Arizona,2939.0,-4.0,0.038,78025.2
2024,AZ,Arizona,2936.0,-3.0,0.034,85436.2
1990,CA,California,432.0,,0.004,104715.0
1991,CA,California,393.0,-39.0,0.004,105255.0
1992,CA,California,433.0,40.0,0.004,105213.0
1993,CA,California,439.0,6.0,0.004,106467.0
1994,CA,California,421.0,-18.0,0.004,104978.0
1995,CA,California,420.0,-1.0,0.004,106982.0
1996,CA,California,403.0,-17.0,0.004,108317.0
1997,CA,California,420.0,17.0,0.004,107720.0
1998,CA,California,381.0,-39.0,0.004,104752.0
1999,CA,California,385.0,4.0,0.004,104343.0
2000,CA,California,407.0,22.0,0.004,104619.0
2001,CA,California,363.0,-44.0,0.003,108866.0
2002,CA,California,352.0,-11.0,0.003,112953.0
2003,CA,California,358.0,6.0,0.003,115328.0
2004,CA,California,389.0,31.0,0.003,115999.0
2005,CA,California,389.0,0.0,0.003,123415.0
2006,CA,California,389.0,0.0,0.003,126425.0
2007,CA,California,389.0,0.0,0.003,127627.0
2008,CA,California,366.9,-22.1,0.002,167958.2
2009,CA,California,366.9,0.0,0.002,173152.7
2010,CA,California,373.9,7.0,0.002,176840.7
2011,CA,California,411.4,37.5,0.002,178999.8
2012,CA,California,350.5,-60.9,0.002,185806.9
2013,CA,California,252.8,-97.7,0.001,195385.8
2014,CA,California,118.6,-134.2,0.001,197769.1
2015,CA,California,90.0,-28.6,0.0,198980.6
2016,CA,California,57.0,-33.0,0.0,203891.6
2017,CA,California,57.0,0.0,0.0,203413.5
2018,CA,California,57.0,0.0,0.0,201828.5
2019,CA,California,57.0,0.0,0.0,200322.8
2020,CA,California,57.0,0.0,0.0,207854.3
2021,CA,California,57.0,0.0,0.0,215272.7
2022,CA,California,57.0,0.0,0.0,227187.8
2023,CA,California,57.0,0.0,0.0,237109.9
2024,CA,California,57.0,0.0,0.0,252600.7
1990,CO,Colorado,4877.0,,0.358,13629.0
1991,CO,Colorado,4977.0,100.0,0.361,13781.0
1992,CO,Colorado,4982.0,5.0,0.358,13908.0
1993,CO,Colorado,4982.0,0.0,0.358,13926.0
1994,CO,Colorado,4986.0,4.0,0.341,14629.0
1995,CO,Colorado,4986.0,0.0,0.342,14563.0
1996,CO,Colorado,4993.0,7.0,0.335,14926.0
1997,CO,Colorado,4988.0,-5.0,0.331,15055.0
1998,CO,Colorado,4996.0,8.0,0.328,15232.0
1999,CO,Colorado,5014.0,18.0,0.313,16036.0
2000,CO,Colorado,5014.0,0.0,0.299,16791.0
2001,CO,Colorado,5021.0,7.0,0.282,17811.0
2002,CO,Colorado,4931.0,-90.0,0.269,18298.0
2003,CO,Colorado,4931.0,0.0,0.242,20416.0
2004,CO,Colorado,4931.0,0.0,0.222,22164.0
2005,CO,Colorado,4928.0,-3.0,0.222,22173.0
2006,CO,Colorado,4939.0,11.0,0.221,22313.0
2007,CO,Colorado,4961.0,22.0,0.202,24576.0
2008,CO,Colorado,4965.4,4.4,0.164,30365.2
2009,CO,Colorado,5010.4,45.0,0.158,31616.7
2010,CO,Colorado,5701.7,691.3,0.172,33088.0
2011,CO,Colorado,5595.7,-106.0,0.165,33911.1
2012,CO,Colorado,5482.3,-113.4,0.153,35846.6
2013,CO,Colorado,5281.8,-200.5,0.149,35452.0
2014,CO,Colorado,5281.8,0.0,0.148,35696.6
2015,CO,Colorado,5089.8,-192.0,0.134,38050.2
2016,CO,Colorado,5038.8,-51.0,0.13,38883.6
2017,CO,Colorado,4499.0,-539.8,0.115,39157.2
2018,CO,Colorado,4440.0,-59.0,0.11,40333.7
2019,CO,Colorado,4340.0,-100.0,0.107,40384.1
2020,CO,Colorado,4206.0,-134.0,0.099,42657.4
2021,CO,Colorado,4129.0,-77.0,0.093,44443.8
2022,CO,Colorado,3804.0,-325.0,0.086,44013.7
2023,CO,Colorado,3804.0,0.0,0.079,47921.6
2024,CO,Colorado,3786.0,-18.0,0.078,48674.3
1990,CT,Connecticut,585.0,,0.038,15250.0
1991,CT,Connecticut,585.0,0.0,0.04,14658.0
1992,CT,Connecticut,585.0,0.0,0.041,14410.0
1993,CT,Connecticut,585.0,0.0,0.041,14398.0
1994,CT,Connecticut,585.0,0.0,0.041,14372.0
1995,CT,Connecticut,585.0,0.0,0.04,14795.0
1996,CT,Connecticut,585.0,0.0,0.042,13964.0
1997,CT,Connecticut,585.0,0.0,0.042,13916.0
1998,CT,Connecticut,585.0,0.0,0.045,13133.0
1999,CT,Connecticut,670.0,85.0,0.049,13790.0
2000,CT,Connecticut,548.0,-122.0,0.042,12895.0
2001,CT,Connecticut,555.0,7.0,0.038,14578.0
2002,CT,Connecticut,553.0,-2.0,0.037,14887.0
2003,CT,Connecticut,553.0,0.0,0.037,14998.0
2004,CT,Connecticut,553.0,0.0,0.035,15858.0
2005,CT,Connecticut,555.0,2.0,0.035,15923.0
2006,CT,Connecticut,551.0,-4.0,0.035,15764.0
2007,CT,Connecticut,551.0,0.0,0.036,15448.0
2008,CT,Connecticut,553.2,2.2,0.027,20560.8
2009,CT,Connecticut,564.4,11.2,0.027,21073.6
2010,CT,Connecticut,564.4,0.0,0.026,21848.5
2011,CT,Connecticut,564.4,0.0,0.023,24374.7
2012,CT,Connecticut,389.1,-175.3,0.016,24339.2
2013,CT,Connecticut,383.4,-5.7,0.016,23432.7
2014,CT,Connecticut,383.4,0.0,0.016,23603.8
2015,CT,Connecticut,383.4,0.0,0.016,23504.6
2016,CT,Connecticut,383.4,0.0,0.016,23574.6
2017,CT,Connecticut,383.4,0.0,0.016,23585.1
2018,CT,Connecticut,383.4,0.0,0.014,26660.6
2019,CT,Connecticut,383.4,0.0,0.013,28528.2
2020,CT,Connecticut,257.6,-125.8,0.009,28146.6
1990,DC,District of Columbia,3.0,,0.002,1618.0
1991,DC,District of Columbia,3.0,0.0,0.002,1618.0
1992,DC,District of Columbia,3.0,0.0,0.002,1618.0
1993,DC,District of Columbia,3.0,0.0,0.002,1618.0
1994,DC,District of Columbia,3.0,0.0,0.002,1618.0
1995,DC,District of Columbia,3.0,0.0,0.002,1618.0
1990,DE,Delaware,956.0,,0.245,3907.0
1991,DE,Delaware,968.0,12.0,0.207,4677.0
1992,DE,Delaware,968.0,0.0,0.198,4887.0
1993,DE,Delaware,968.0,0.0,0.198,4891.0
1994,DE,Delaware,968.0,0.0,0.198,4891.0
1995,DE,Delaware,947.0,-21.0,0.196,4831.0
1996,DE,Delaware,954.0,7.0,0.197,4842.0
1997,DE,Delaware,1046.0,92.0,0.214,4886.0
1998,DE,Delaware,1054.0,8.0,0.215,4902.0
1999,DE,Delaware,1054.0,0.0,0.215,4894.0
2000,DE,Delaware,1027.0,-27.0,0.213,4828.0
2001,DE,Delaware,1034.0,7.0,0.191,5402.0
2002,DE,Delaware,1050.0,16.0,0.155,6781.0
2003,DE,Delaware,1052.0,2.0,0.155,6785.0
2004,DE,Delaware,1070.0,18.0,0.156,6857.0
2005,DE,Delaware,1083.0,13.0,0.161,6730.0
2006,DE,Delaware,1083.0,0.0,0.16,6748.0
2007,DE,Delaware,1083.0,0.0,0.161,6714.0
2008,DE,Delaware,1083.0,0.0,0.125,8655.4
2009,DE,Delaware,1074.0,-9.0,0.123,8697.4
2010,DE,Delaware,1054.0,-20.0,0.12,8795.4
2011,DE,Delaware,794.0,-260.0,0.087,9138.9
2012,DE,Delaware,742.0,-52.0,0.081,9182.5
2013,DE,Delaware,575.0,-167.0,0.065,8887.1
2014,DE,Delaware,410.0,-165.0,0.047,8699.4
2015,DE,Delaware,410.0,0.0,0.042,9649.8
2016,DE,Delaware,410.0,0.0,0.042,9667.5
2017,DE,Delaware,410.0,0.0,0.043,9573.3
2018,DE,Delaware,410.0,0.0,0.043,9574.5
2019,DE,Delaware,410.0,0.0,0.043,9558.0
2020,DE,Delaware,410.0,0.0,0.043,9558.0
2021,DE,Delaware,410.0,0.0,0.044,9256.6
2022,DE,Delaware,410.0,0.0,0.044,9403.6
2023,DE,Delaware,410.0,0.0,0.044,9325.3
2024,DE,Delaware,410.0,0.0,0.044,9347.8
1990,FL,Florida,10214.0,,0.152,67093.0
1991,FL,Florida,10237.0,23.0,0.151,67612.0
1992,FL,Florida,10266.0,29.0,0.145,70813.0
1993,FL,Florida,10266.0,0.0,0.142,72132.0
1994,FL,Florida,10539.0,273.0,0.138,76114.0
1995,FL,Florida,10881.0,342.0,0.137,79414.0
1996,FL,Florida,11575.0,694.0,0.142,81553.0
1997,FL,Florida,11557.0,-18.0,0.134,86169.0
1998,FL,Florida,11488.0,-69.0,0.143,80310.0
1999,FL,Florida,11582.0,94.0,0.142,81712.0
2000,FL,Florida,11477.0,-105.0,0.138,83082.0
2001,FL,Florida,11589.0,112.0,0.135,85610.0
